sort_inner,sort_attribute,option_tag_attribute_value,textCount,name_url
0,0,10,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Cleartrip.html
0,0,5,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Cleartrip.html
0,0,18,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Cleartrip.html
0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Cleartrip.html
