0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
76.66638872244442,23.333611277555576,1,0,3,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Kirklands.html
76.66638872244442,23.333611277555576,1,0,3,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Kirklands.html
95.17393871249966,4.826061287500338,1,0,0,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Kirklands.html
82.66422236064392,17.335777639356078,1,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Kirklands.html
