0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
0.8650358733824692,99.13496412661753,1,1,3,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Argos.html
