0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
10.245987503124743,89.75401249687526,1,1,1,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/HomeShopping.html
82.66422236064392,17.335777639356078,1,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/HomeShopping.html
