0,1,search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,URL name
97.28058111572048,2.719418884279519,0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/century.html
