0,1,NumOfButton,NumOfLinks,commonURL,is_page,NumOfPage,NumberOfValues,navType,name_url
53.408421608988775,46.59157839101123,98,161,10,1,20,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
49.974121395775114,50.025878604224886,98,160,11,1,20,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.9568532017011364e-06,99.9999980431468,5,23,140,0,19,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.0883505208170163e-07,99.99999989116495,0,2,161,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.0883505208170163e-07,99.99999989116495,0,2,161,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.0883505208170163e-07,99.99999989116495,0,2,161,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.0883505208170163e-07,99.99999989116495,0,2,161,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
8.265421680420104e-08,99.99999991734579,0,0,163,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
8.265421680420104e-08,99.99999991734579,0,0,163,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.248879888393617e-07,99.99999987511201,1,3,160,0,22,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.248879888393617e-07,99.99999987511201,1,3,160,0,22,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
9.484555363314939e-08,99.99999990515445,0,1,162,0,75,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
9.484555363314939e-08,99.99999990515445,0,1,162,0,75,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.0883505208170163e-07,99.99999989116495,1,2,161,0,22,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
8.265421680420104e-08,99.99999991734579,0,0,163,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
1.0883505208170163e-07,99.99999989116495,0,2,161,0,22,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
8.265421680420104e-08,99.99999991734579,1,0,163,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
9.835554704018534e-07,99.99999901644453,4,18,145,0,19,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
9.835554704018534e-07,99.99999901644453,4,18,145,0,19,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
9.484555363314939e-08,99.99999990515445,0,1,162,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/UrbanOutfitters.html
