0,1,NumOfButton,NumOfLinks,commonURL,is_page,NumOfPage,NumberOfValues,navType,name_url
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
16.083335662225696,83.91666433777431,31,345,23,1,20,3,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,4,51,299,0,0,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,4,51,299,0,0,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,1,0,347,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,13,334,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,13,334,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,13,334,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,13,334,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,13,334,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,13,334,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
0.0,100.0,0,0,347,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Udemy.html
