0,1,NumOfButton,NumOfLinks,commonURL,is_page,NumOfPage,NumberOfValues,navType,name_url
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.01497494537203714,99.98502505462797,2,764,75,1,30,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,10,760,0,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,10,760,0,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,0,4,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,8,762,0,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,763,0,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,763,0,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,763,0,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,2,14,752,1,76,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,1,765,1,0,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,0,766,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,0,766,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,0,766,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,0,766,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,8,758,1,76,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,3,763,1,76,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,1,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,1,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,1,0,766,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,76,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,1,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,5,761,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,4,762,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,4,762,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,426,340,1,20,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,426,340,1,20,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,421,345,1,20,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,3,763,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,764,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,1,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,1,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,286,532,1,35,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,106,703,1,50,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,7,761,1,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,5,762,1,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,50,741,0,12,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,5,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,5,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,5,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,3,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,3,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,3,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,3,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,3,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,5,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,5,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,5,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,12,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,12,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,12,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,12,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,12,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,15,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,15,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,15,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,12,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,12,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,12,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,12,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,12,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,2,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,1,765,0,99,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
0.0,100.0,0,0,766,0,99,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/RedWolfAirsoft.html
